common_name,taxonomic_index,alphabetic_index,scientific_name,alpha_code,order,family,bioacoustic_category,description,high_or_low,bandpass_low_freq,bandpass_high_freq,typical_duration_ms,median_duration,approx_duration,oldbird_spectrogram,oldbird_nocturnal_spectrogram,oldbird_link,display_images,full_images,audio
Green-winged Teal,42,313,Anas crecca,GWTE,Anseriformes,Anatidae,,,Low,0.1,5000.0,,0.075,0.1,,,,"['media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.972999999998_32566.048_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.891_32566.965_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.792_32561.867000000002_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.496_32562.56_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.285_12511.381000000001_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.171000000002_32568.245_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.072_12511.125_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.539_32566.612999999998_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.607999999997_32568.703999999998_display.jpg', 'media/GWTE/spectrograms/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_562.724_562.817_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.499_32567.572999999997_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12512.181_12512.213_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.863999999998_32568.949_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.395_32564.468999999997_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.541000000001_12511.616000000002_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32563.776_32563.872000000003_display.jpg', 'media/GWTE/spectrograms/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_106.115_106.185_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.685_32569.845_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32570.336_32570.411_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.992000000002_32565.067000000003_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.188999999998_12511.221000000001_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.936_32568.021_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.963_32570.048_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.763_32562.837000000003_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.515_32561.589_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.221_32567.317000000003_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.376_32565.451_display.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12510.805_12510.837_display.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.248_32569.333_display.jpg']","['media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.972999999998_32566.048.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.891_32566.965.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.792_32561.867000000002.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.496_32562.56.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.285_12511.381000000001.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.171000000002_32568.245.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.072_12511.125.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.539_32566.612999999998.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.607999999997_32568.703999999998.jpg', 'media/GWTE/spectrograms/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_562.724_562.817.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.499_32567.572999999997.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12512.181_12512.213.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.863999999998_32568.949.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.395_32564.468999999997.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.541000000001_12511.616000000002.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32563.776_32563.872000000003.jpg', 'media/GWTE/spectrograms/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_106.115_106.185.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.685_32569.845.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32570.336_32570.411.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.992000000002_32565.067000000003.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.188999999998_12511.221000000001.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.936_32568.021.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.963_32570.048.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.763_32562.837000000003.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.515_32561.589.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.221_32567.317000000003.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.376_32565.451.jpg', 'media/GWTE/spectrograms/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12510.805_12510.837.jpg', 'media/GWTE/spectrograms/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.248_32569.333.jpg']","['media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.972999999998_32566.048.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.891_32566.965.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.792_32561.867000000002.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.496_32562.56.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.285_12511.381000000001.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.171000000002_32568.245.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.072_12511.125.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32566.539_32566.612999999998.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.607999999997_32568.703999999998.wav', 'media/GWTE/audio/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_562.724_562.817.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.499_32567.572999999997.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12512.181_12512.213.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32568.863999999998_32568.949.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.395_32564.468999999997.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.541000000001_12511.616000000002.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32563.776_32563.872000000003.wav', 'media/GWTE/audio/BERI1-20190406_202700_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_106.115_106.185.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.685_32569.845.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32570.336_32570.411.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32564.992000000002_32565.067000000003.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12511.188999999998_12511.221000000001.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.936_32568.021.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.963_32570.048.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32562.763_32562.837000000003.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32561.515_32561.589.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32567.221_32567.317000000003.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32565.376_32565.451.wav', 'media/GWTE/audio/EAPS_20150422_204400_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_12510.805_12510.837.wav', 'media/GWTE/audio/EAPS_20150421_204200_ANSERIFORMES_ANATIDAE_ANAS_CRECCA_GWTE_32569.248_32569.333.wav']"
Canvasback,43,161,Aythya valisineria,CANV,Anseriformes,Anatidae,,,,,,,,,,,,,,
Redhead,44,546,Aythya americana,REDH,Anseriformes,Anatidae,,,,,,,,,,,,,,
Ring-necked Duck,46,550,Aythya collaris,RNDU,Anseriformes,Anatidae,,,,,,,,,,,,,,
Greater Scaup,48,305,Aythya marila,GRSC,Anseriformes,Anatidae,,,,,,,,,,,,,,
Lesser Scaup,49,391,Aythya affinis,LESC,Anseriformes,Anatidae,,,,,,,,,,,,,,
Steller's Eider,50,624,Polysticta stelleri,STEI,Anseriformes,Anatidae,,,,,,,,,,,,,,
Spectacled Eider,51,616,Somateria fischeri,SPEI,Anseriformes,Anatidae,,,,,,,,,,,,,,
King Eider,52,366,Somateria spectabilis,KIEI,Anseriformes,Anatidae,,,,,,,,,,,,,,
Common Eider,53,196,Somateria mollissima,COEI,Anseriformes,Anatidae,,,,,,,,,,,,,,
Harlequin Duck,54,320,Histrionicus histrionicus,HADU,Anseriformes,Anatidae,,,,,,,,,,,,,,
Surf Scoter,56,629,Melanitta perspicillata,SUSC,Anseriformes,Anatidae,,,,,,,,,,,,,,
White-winged Scoter,57,699,Melanitta deglandi,WWSC,Anseriformes,Anatidae,,,,,,,,,,,,,,
Black Scoter,60,71,Melanitta americana,BLSC,Anseriformes,Anatidae,,,,1000.0,3000.0,,0.272,0.5,,,,"['media/BLSC/spectrograms/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_44.795_45.067_display.jpg', 'media/BLSC/spectrograms/BERI1-20190410_203200_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_7026.904_7029.064_display.jpg', 'media/BLSC/spectrograms/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_33183.589_33183.621_display.jpg']","['media/BLSC/spectrograms/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_44.795_45.067.jpg', 'media/BLSC/spectrograms/BERI1-20190410_203200_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_7026.904_7029.064.jpg', 'media/BLSC/spectrograms/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_33183.589_33183.621.jpg']","['media/BLSC/audio/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_44.795_45.067.wav', 'media/BLSC/audio/BERI1-20190410_203200_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_7026.904_7029.064.wav', 'media/BLSC/audio/A2PS1_20140824_204100_ANSERIFORMES_ANATIDAE_MELANITTA_AMERICANA_BLSC_33183.589_33183.621.wav']"
